loan_amnt,term,installment,emp_length,home_ownership,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,log_annual_inc,fico_score,log_revol_bal,charged_off
6500,36,217.11,9,MORTGAGE,Source Verified,15-Jan,car,30.72,2001,19,0,61.8,40,Individual,1,0,4.845104244,692,4.316159128,0
4000,36,126.59,10,MORTGAGE,Not Verified,15-Jan,car,23.53,2002,17,1,49.1,30,Individual,5,0,4.763435481,662,4.102673771,0
4000,36,132.84,,MORTGAGE,Verified,15-Jan,car,5.43,1990,4,0,71.6,21,Individual,1,0,4.602070849,677,4.572209205,0
20000,36,632.93,10,RENT,Verified,15-Jan,car,7.19,2006,5,1,28.3,10,Individual,0,0,4.963792548,677,3.735918117,0
8000,36,245.16,2,OWN,Not Verified,15-Jan,car,12.95,2000,7,0,61,24,Individual,0,0,4.954247335,692,4.205637359,0
10000,36,306.45,10,OWN,Not Verified,15-Jan,car,13.78,2002,9,0,64.8,31,Individual,6,0,4.954247335,737,4.249662987,0
4000,36,123.5,0,MORTGAGE,Not Verified,15-Jan,car,12.71,1998,8,0,10.2,38,Individual,7,0,5.096913487,682,3.316808752,0
17625,60,476.72,2,RENT,Verified,15-Jan,car,10.8,1996,12,0,30,40,Individual,3,0,5.021193435,667,3.607883744,0
6000,36,192.17,7,MORTGAGE,Source Verified,15-Jan,car,30.39,2005,15,0,46.4,43,Individual,2,0,4.812920038,727,4.125220936,0
5000,36,170.07,3,MORTGAGE,Source Verified,15-Jan,car,14.81,2002,24,0,52.4,40,Individual,0,0,5.00860443,672,4.384263786,0
35000,60,820.03,10,MORTGAGE,Verified,15-Jan,car,2.87,1991,6,0,26.7,16,Individual,7,0,4.903095416,667,4.668833028,1
28000,60,680.76,10,OWN,Not Verified,15-Jan,car,15.73,1989,16,0,62.5,46,Individual,3,0,5.447159582,687,4.52589959,1
5000,36,168.45,0,RENT,Source Verified,15-Jan,car,16.06,1997,10,1,60.6,25,Individual,2,1,4.69897869,662,3.961610908,0
12000,60,281.16,9,RENT,Verified,15-Jan,car,5.42,1994,3,0,0,11,Individual,0,0,4.903095416,677,0,0
2500,36,79.12,5,RENT,Not Verified,15-Jan,car,17.78,1997,6,0,54.7,18,Individual,0,0,4.681250285,687,3.802773725,0
19200,60,557.94,8,RENT,Source Verified,15-Jan,car,18.36,2006,14,0,32.7,29,Individual,0,0,4.602070849,712,3.856789289,0
8400,36,276.76,10,RENT,Source Verified,15-Jan,car,31.49,1999,11,0,72.7,24,Individual,0,0,4.623259631,697,4.389414182,1
4000,36,130,1,MORTGAGE,Not Verified,15-Jan,car,16.87,2003,9,1,58.5,20,Individual,4,0,4.579795025,682,3.726482697,0
19975,60,580.46,5,RENT,Source Verified,15-Jan,car,33.27,2007,6,0,82.8,13,Individual,0,0,4.602070849,697,3.409595019,1
3225,36,108.65,0,MORTGAGE,Not Verified,15-Jan,car,14.1,2003,6,0,58.1,15,Individual,1,0,4.826081285,662,4.012457578,0
4800,36,169.92,0,MORTGAGE,Verified,15-Jan,car,10.25,2001,9,1,0,24,Individual,1,1,4.544080453,667,0,0
12000,60,285.42,3,OWN,Source Verified,15-Jan,car,8.1,2005,8,0,27.1,10,Individual,1,0,4.61771309,702,4.009918085,0
5000,36,166.05,3,RENT,Not Verified,15-Jan,car,2.71,2010,7,0,74.1,7,Individual,0,0,4.69897869,692,3.5132176,1
12000,36,400.82,10,MORTGAGE,Not Verified,15-Jan,car,32.69,1997,9,0,55.5,17,Individual,3,0,4.579795025,712,3.797128988,1
5225,36,173.52,1,MORTGAGE,Not Verified,15-Jan,car,17.25,1995,4,1,39,10,Individual,2,1,4.380229337,682,3.111598525,0
2100,36,72.79,10,RENT,Source Verified,15-Jan,car,8.55,1986,10,0,63.5,23,Individual,0,0,4.672107098,662,3.955013903,0
10000,36,314.25,10,MORTGAGE,Verified,15-Jan,car,14.45,1990,7,1,35.9,22,Individual,1,1,5.079184865,687,3.354300562,0
11725,60,274.71,5,MORTGAGE,Source Verified,15-Jan,car,23.92,2000,13,0,57.2,32,Individual,4,0,4.633478555,667,3.80685803,0
7325,36,251.46,,RENT,Verified,15-Jan,car,8.17,1996,7,1,38,28,Individual,0,1,4.459407567,667,3.48029446,0
3000,36,103.99,1,RENT,Verified,15-Jan,car,3.45,2002,5,0,31.2,16,Individual,0,0,4.194791758,717,3.265760917,0
4000,36,132.84,1,OWN,Not Verified,15-Jan,car,22.17,2004,7,0,67.4,21,Individual,2,0,4.544080453,667,3.896636431,0
12000,36,377.09,5,RENT,Source Verified,15-Jan,car,16.99,2001,7,0,55,30,Individual,0,0,4.69897869,697,3.860816964,0
4300,36,155.16,0,RENT,Source Verified,15-Jan,car,3.43,1999,6,1,35.4,22,Individual,1,1,4.544080453,662,3.192288613,0
5000,36,152.18,5,MORTGAGE,Verified,15-Jan,car,16.68,2002,3,0,63.2,9,Individual,3,0,4.602070849,732,4.443012511,1
6250,36,207.56,4,MORTGAGE,Not Verified,15-Jan,car,25.75,2010,14,0,65,20,Individual,1,0,4.848195277,687,4.291679584,0
6000,36,189.88,7,OWN,Not Verified,15-Jan,car,5.53,2000,8,1,38.4,24,Individual,5,0,5.047278762,707,3.423081958,0
35000,36,1201.5,0,RENT,Verified,15-Jan,car,7.03,1990,7,0,36.5,19,Individual,0,0,5.021193435,677,3.692318044,1
5600,36,172.89,2,RENT,Not Verified,15-Jan,car,7.06,1998,3,0,28.5,7,Individual,0,0,4.633478555,777,3.658488381,0
7250,36,264.08,2,RENT,Source Verified,15-Jan,car,22.58,2005,15,0,36.6,21,Individual,0,0,4.50516355,687,3.341830057,1
13050,60,345.68,6,MORTGAGE,Source Verified,15-Jan,car,36.98,2002,14,0,78.1,23,Individual,2,0,4.633478555,697,4.220944476,1
7000,36,213.05,10,MORTGAGE,Not Verified,15-Jan,car,22.39,1994,20,0,36.5,43,Individual,3,0,5.068189574,717,4.657715403,0
10000,36,314.25,10,MORTGAGE,Not Verified,15-Jan,car,5.72,1998,8,0,45.6,16,Individual,1,0,4.477135731,702,3.829239428,0
10325,60,265.23,,RENT,Verified,15-Jan,car,13.05,2000,3,0,100.2,10,Individual,0,0,4.467297256,712,3.114944416,0
15000,60,346.39,5,RENT,Source Verified,15-Jan,car,30,2003,5,1,38,36,Individual,2,1,4.681250285,662,3.538950562,0
13000,60,285.52,10,MORTGAGE,Not Verified,15-Jan,car,23.67,1988,10,0,71.9,26,Individual,1,0,4.949394886,692,5.09081864,0
8050,36,273.81,10,RENT,Verified,15-Jan,car,36.63,1994,13,0,67.8,26,Individual,0,0,4.886496365,722,4.514653989,0
5500,36,172.84,7,MORTGAGE,Not Verified,15-Jan,car,19.58,1998,14,0,62.2,55,Individual,7,0,5.204122697,682,4.486600479,0
8000,36,279.64,2,RENT,Verified,15-Jan,car,35.6,1991,14,0,27.8,45,Individual,0,0,4.672107098,687,3.636688448,1
2500,36,79.12,10,RENT,Not Verified,15-Jan,car,29.72,2004,6,0,12.9,14,Individual,0,0,4.740370586,702,3.195068996,0
4000,36,123.5,2,MORTGAGE,Not Verified,15-Jan,car,6.2,1998,6,1,28.2,24,Individual,4,1,4.812920038,662,3.487421211,0
24000,60,554.22,10,MORTGAGE,Verified,15-Jan,car,1.56,1988,3,0,14.5,12,Individual,1,0,4.69897869,692,2.843232778,0
9975,36,319.49,9,RENT,Verified,15-Jan,car,7.47,2006,8,0,8.2,10,Individual,0,0,4.690204943,732,3.255995727,0
6000,36,183.87,5,RENT,Not Verified,15-Jan,car,3.9,1983,10,0,15.7,39,Individual,4,0,4.929424035,722,3.882979654,0
7000,36,233.81,9,MORTGAGE,Not Verified,15-Jan,car,10.86,1997,14,0,67.5,37,Individual,7,0,5.330009732,672,4.370956964,0
7500,36,243.74,3,RENT,Not Verified,15-Jan,car,29.65,2000,9,0,48.6,14,Individual,0,0,4.763435481,702,3.786751422,1
5000,36,164.74,3,OWN,Not Verified,15-Jan,car,13.05,2006,8,0,6.9,18,Individual,0,0,4.69197393,702,2.870403905,0
21000,36,659.91,7,RENT,Not Verified,15-Jan,car,2.07,2007,13,0,23.1,21,Individual,0,0,5.204122697,697,4.0918779,1
20000,36,658.95,9,MORTGAGE,Verified,15-Jan,car,3.84,1996,9,0,18.9,29,Individual,4,0,5.08278896,662,3.823604628,0
5000,36,153.23,9,MORTGAGE,Not Verified,15-Jan,car,26.12,2001,18,0,45.4,46,Individual,6,0,4.832515299,737,4.499810756,0
27300,36,857.88,0,MORTGAGE,Not Verified,15-Jan,car,14.73,1991,20,0,22.3,39,Individual,4,0,5.039798666,722,4.383528134,0
12000,36,367.74,10,RENT,Not Verified,15-Jan,car,10.88,2000,4,0,64.5,9,Individual,0,0,4.778158489,717,4.252148855,0
10800,36,377.52,6,RENT,Verified,15-Jan,car,27.22,2003,18,1,61.2,39,Individual,5,1,4.875067054,662,4.129206358,0
4000,36,136.06,10,MORTGAGE,Verified,15-Jan,car,9.32,2001,11,1,37.5,22,Individual,2,1,4.802780565,662,3.508798965,0
5000,36,162.49,10,MORTGAGE,Not Verified,15-Jan,car,25.82,2000,6,0,78.9,11,Individual,0,0,4.778158489,712,4.308884414,0
6000,36,183.87,10,MORTGAGE,Not Verified,15-Jan,car,23.62,1977,15,0,36.5,39,Individual,4,0,4.722642148,737,4.500990756,0
8750,36,318.71,4,RENT,Source Verified,15-Jan,car,35.46,2004,8,0,53.5,10,Individual,0,0,4.414990051,697,3.506775537,0
1000,36,35.4,0,RENT,Not Verified,15-Jan,car,33.8,2005,19,0,74.3,28,Individual,0,0,4.255296632,677,3.960661007,1
10000,36,320.29,3,RENT,Verified,15-Jan,car,7.03,1991,10,1,27.7,39,Individual,1,1,4.924284456,672,3.907626305,0
9600,36,311.98,8,RENT,Not Verified,15-Jan,car,29.14,2000,9,0,83.3,45,Individual,3,0,4.755882475,682,3.401572846,0
6400,36,213.77,4,RENT,Not Verified,15-Jan,car,29.82,2003,13,0,58.9,14,Individual,0,0,4.628399149,682,4.106870544,0
1400,36,48.94,1,RENT,Not Verified,15-Jan,car,12.7,1996,5,1,83.3,13,Individual,0,0,4.278776458,672,3.76604086,0
10800,60,277.44,1,RENT,Verified,15-Jan,car,3.93,2007,3,0,20.1,5,Individual,0,0,4.740370586,732,3.870871895,0
18000,60,428.13,7,RENT,Source Verified,15-Jan,car,12,2006,6,0,18.8,16,Individual,0,0,4.740370586,732,3.672836454,1
10400,36,347.37,10,RENT,Source Verified,15-Jan,car,27.73,1993,16,0,5.2,32,Individual,5,0,4.740370586,707,3.287577809,0
4800,36,161.71,3,RENT,Not Verified,15-Jan,car,22.77,1999,11,1,37.3,26,Individual,0,1,4.602070849,727,3.628593256,0
5000,36,171.65,6,RENT,Verified,15-Jan,car,24.33,1987,13,0,26.2,26,Individual,0,0,4.845104244,707,3.581949658,0
7000,36,238.09,10,OWN,Source Verified,15-Jan,car,22.74,2000,6,0,50.2,13,Individual,0,0,4.623259631,707,3.713658516,0
14500,36,493.19,3,RENT,Not Verified,15-Jan,car,18.82,2010,11,0,42,15,Individual,0,0,4.778158489,677,3.878349422,0
6000,36,189.88,10,OWN,Verified,15-Jan,car,4.14,2000,9,2,32.7,21,Individual,1,2,4.860343997,667,3.842734019,0
9000,36,282.82,9,RENT,Source Verified,15-Jan,car,6.52,1999,7,0,30.2,22,Individual,0,0,4.69897869,672,3.73223288,0
4000,36,131.79,8,MORTGAGE,Not Verified,15-Jan,car,11.84,1984,13,0,47.6,24,Individual,5,0,4.812920038,687,4.373684213,0
8000,36,248.82,1,RENT,Not Verified,15-Jan,car,14.06,1994,12,0,28.3,27,Individual,3,0,4.977728177,777,4.065392962,0
3650,36,121.92,4,RENT,Not Verified,15-Jan,car,21.37,2002,11,0,41.8,33,Individual,0,0,4.623259631,682,4.008216802,0
9000,36,298.89,10,MORTGAGE,Not Verified,15-Jan,car,0.62,1995,3,0,56.9,22,Individual,8,0,4.863328809,667,3.1532049,0
4000,36,126.59,10,MORTGAGE,Verified,15-Jan,car,12.63,2002,11,1,5.6,30,Individual,1,1,4.69897869,672,3.230704314,0
15000,36,486.98,3,MORTGAGE,Not Verified,17-Jun,car,1.17,1995,12,3,8.1,40,Joint App,2,3,5.060701617,682,3.308564414,0
10000,36,335.12,8,OWN,Source Verified,17-Jun,car,11.9,2005,9,0,94.3,23,Individual,1,0,4.825757068,662,3.722633923,0
25200,60,568.49,10,MORTGAGE,Source Verified,17-Jun,car,21,2007,13,3,25.4,24,Individual,0,1,5.24304053,712,4.019365575,0
21600,36,676.57,10,OWN,Source Verified,17-Jun,car,0.85,1972,7,0,5.7,17,Individual,3,0,5.060701617,807,3.612253906,0
6250,36,207.56,0,RENT,Not Verified,17-Jun,car,6.25,1997,8,0,35.4,25,Individual,0,0,4.977691603,707,4.406011893,0
3875,36,163.85,3,RENT,Verified,17-Jun,car,13.44,2008,36,0,62.2,55,Individual,0,0,4.812920038,662,3.62024019,1
3600,36,124.89,2,RENT,Source Verified,17-Jun,car,7.44,2009,9,1,61.4,13,Individual,0,1,5.110593077,687,4.189630658,0
6000,36,180.69,10,MORTGAGE,Verified,17-Jun,car,6.33,1993,11,0,27.3,21,Individual,1,0,4.812920038,787,3.719993826,0
6000,36,222.99,2,OWN,Source Verified,17-Jun,car,4.94,1997,12,0,62.7,23,Individual,0,0,4.872162102,667,3.731991449,0
6025,36,186.62,6,RENT,Not Verified,17-Jun,car,10,1980,8,0,56.7,24,Individual,0,0,5.000004343,712,4.065243501,0
8000,36,273.74,10,OWN,Not Verified,17-Jun,car,19.36,1994,16,1,49.4,38,Individual,4,1,4.841991053,682,4.213145725,0
4000,36,120.46,0,MORTGAGE,Not Verified,17-Jun,car,4.87,2004,6,0,52.3,28,Individual,2,0,5.000004343,727,4.083717564,0
8400,36,274.65,10,OWN,Source Verified,17-Jun,car,5.26,1991,9,0,0.3,40,Individual,3,0,5.544069285,677,2.462397998,0
26400,60,795.13,10,MORTGAGE,Verified,17-Jun,car,0.96,1996,16,0,2.4,25,Individual,0,0,4.851264465,662,2.916980047,0
14000,36,433.63,10,MORTGAGE,Source Verified,17-Jun,car,16.46,1995,12,0,55.1,23,Individual,1,0,5.000004343,697,4.309672743,0
9600,36,313.89,,RENT,Source Verified,17-Jun,car,7.49,2003,5,1,43,29,Individual,0,1,4.537504275,662,3.806451323,0
2400,36,74.19,4,MORTGAGE,Not Verified,17-Jun,car,11.81,1995,11,0,7.7,19,Individual,1,0,4.69897869,792,3.686189234,0
9875,36,330.93,2,MORTGAGE,Source Verified,17-Jun,car,11.98,2005,10,0,33.8,13,Individual,1,0,4.778158489,682,3.735359333,0
3000,36,99.63,1,MORTGAGE,Verified,17-Jun,car,10.75,2000,9,0,50.7,27,Individual,2,0,4.69897869,672,3.955447211,0
5000,36,156.62,10,MORTGAGE,Not Verified,17-Jun,car,4.04,2002,11,0,0,38,Individual,12,0,5.017037515,777,0,0
7000,36,219.26,2,MORTGAGE,Not Verified,17-Jun,car,8.75,1985,13,0,12.5,46,Individual,3,0,4.732401802,722,3.989805651,0
3800,36,122.5,2,MORTGAGE,Source Verified,17-Jun,car,21.81,1987,11,0,64.4,24,Individual,2,0,4.724284064,687,4.059411937,0
4500,36,139.38,10,MORTGAGE,Not Verified,17-Jun,car,4.56,1988,17,0,6.3,36,Individual,0,0,4.954247335,732,3.66351247,0
5000,36,160.03,0,OWN,Not Verified,17-Jun,car,10.5,2011,10,0,5,23,Individual,0,0,4.602070849,742,3.19368103,0
8000,36,271.84,5,MORTGAGE,Source Verified,17-Jun,car,15.33,1991,9,0,37.9,37,Individual,1,0,4.643462547,697,3.454387467,0
2000,36,64.01,,OWN,Not Verified,17-Jun,car,34.53,1998,11,0,24.4,24,Individual,0,0,4.434265431,752,3.905256049,0
4000,36,140.67,1,RENT,Source Verified,17-Jun,car,0.48,2013,10,0,29.9,10,Individual,0,0,4.792398694,722,2.837588438,0
5000,36,169.9,0,OWN,Not Verified,17-Jun,car,17.4,2011,6,0,73.5,7,Individual,1,0,4.579795025,677,3.679155241,0
4500,36,162.83,8,OWN,Verified,17-Jun,car,5.7,2012,7,0,4.7,8,Individual,0,0,4.30105171,672,2.462397998,0
11000,60,267.62,6,OWN,Source Verified,17-Jun,car,8.93,2005,6,0,36.7,16,Individual,1,0,4.86500324,707,3.847510965,0
10000,36,309.1,1,MORTGAGE,Not Verified,17-Jun,car,15.57,2000,20,0,24.9,38,Individual,0,0,4.903051985,742,3.942404941,0
1600,36,53.62,3,MORTGAGE,Not Verified,17-Jun,car,6.55,2006,9,0,19,19,Individual,0,0,4.69897869,767,3.767823498,0
6000,36,199.26,10,OWN,Source Verified,17-Jun,car,33.05,1976,11,2,66.1,20,Individual,1,0,4.674024801,677,4.209327316,1
7000,36,228.88,5,RENT,Not Verified,17-Jun,car,13.37,2013,9,0,11.3,10,Individual,0,0,4.544080453,747,3.447313109,0
3000,36,102.65,2,RENT,Verified,17-Jun,car,21.47,2007,6,0,66.7,10,Individual,0,0,4.550240587,662,3.716170348,1
7000,36,225.65,10,MORTGAGE,Not Verified,17-Jun,car,15.28,2001,7,0,80.8,23,Individual,3,0,4.875067054,677,4.405824282,0
9100,36,320.02,9,OWN,Not Verified,17-Jun,car,12.44,2005,24,0,27.4,35,Individual,2,0,4.982275757,677,3.702602841,0
4000,36,135.92,6,MORTGAGE,Verified,17-Jun,car,28,2003,12,0,69.3,23,Individual,4,0,4.929424035,697,4.095936102,0
2875,36,123.3,1,MORTGAGE,Verified,17-Jun,car,7.3,2013,22,0,13.8,23,Individual,0,0,4.079217436,727,3.042575512,0
8000,36,248.3,2,MORTGAGE,Verified,17-Jun,car,19.81,2004,11,0,1.3,22,Individual,5,0,4.653222165,807,2.882524538,0
11000,60,261.98,2,OWN,Source Verified,17-Jun,car,11.93,2003,7,1,53.8,14,Individual,1,0,4.919083325,707,4.332680789,0
24000,60,610.23,10,MORTGAGE,Verified,17-Jun,car,12.68,2006,6,0,55.6,26,Individual,4,0,4.778158489,667,3.962889987,0
12325,36,527.62,3,RENT,Source Verified,17-Jun,car,10.91,2006,11,0,82.3,21,Individual,0,0,4.683056048,672,4.055531225,0
2000,36,62.65,10,MORTGAGE,Source Verified,17-Jun,car,6.85,2007,11,0,32.1,16,Individual,1,0,4.763435481,687,3.86611004,0
6000,36,211.01,10,RENT,Not Verified,17-Jun,car,27.18,2002,12,6,15.9,22,Individual,0,1,4.681250285,672,3.288919606,0
5000,36,162.33,10,RENT,Not Verified,17-Jun,car,10.13,2005,6,0,80.3,17,Individual,0,0,4.69897869,667,3.823669813,0
10000,36,332.1,2,MORTGAGE,Not Verified,17-Jun,car,4.97,1999,14,1,15.7,28,Individual,2,1,4.903095416,677,3.466719372,0
6000,36,185.46,5,RENT,Not Verified,17-Jun,car,14.25,2006,12,0,37.2,19,Individual,0,0,4.857338528,757,3.701222484,0
1500,36,46.56,2,RENT,Not Verified,17-Jun,car,18.73,2013,10,0,12.4,12,Individual,0,0,4.579795025,747,3.018700499,0
3600,36,130.26,10,MORTGAGE,Not Verified,17-Jun,car,24.49,2003,14,0,65.7,35,Individual,4,0,5.032219736,682,4.462936788,0
4800,36,153.63,10,RENT,Verified,17-Jun,car,9.4,2001,6,0,20.2,8,Joint App,0,0,4.556314564,692,4.009748256,0
9325,36,337.41,,MORTGAGE,Not Verified,17-Jun,car,10.47,1994,15,1,26.2,27,Individual,1,0,4.602070849,687,3.872622379,1
6400,36,192.74,7,MORTGAGE,Verified,17-Jun,car,0.35,2005,6,0,3.3,22,Individual,7,0,5.079184865,822,3.199755177,0
7000,36,224.04,10,MORTGAGE,Not Verified,17-Jun,car,14.55,1994,11,1,43.5,22,Individual,4,0,4.740370586,692,4.05979054,0
5000,36,154.55,5,MORTGAGE,Source Verified,17-Jun,car,9.27,2006,19,0,5.5,33,Individual,7,0,5.330415803,752,3.610766595,0
7675,36,304.55,0,RENT,Source Verified,17-Jun,car,16,2010,8,0,36.1,8,Individual,0,0,4.380229337,707,3.637289548,0
13000,60,316.28,9,OWN,Source Verified,17-Jun,car,16.41,1994,13,0,73.6,24,Individual,0,0,4.944487607,682,4.546061218,0
4000,36,134.05,0,MORTGAGE,Not Verified,17-Jun,car,8.72,1988,16,0,41.9,32,Individual,0,0,5.093425188,662,4.102742336,0
31500,36,1055.61,10,OWN,Verified,17-Jun,car,5.98,1986,21,0,21.3,55,Individual,4,0,5.449723633,737,4.63223452,0
20000,36,653.93,4,RENT,Source Verified,17-Jun,car,7.82,2005,10,0,32.5,24,Individual,0,0,5.31175598,697,4.209354135,0
6025,36,194.22,1,RENT,Not Verified,17-Jun,car,6.97,2004,12,0,20.9,18,Individual,0,0,5.000004343,712,4.097708381,0
7800,36,242.1,0,OWN,Source Verified,17-Jun,car,7.07,2005,13,0,19.9,23,Individual,0,0,4.662729507,692,4.131233595,0
18000,36,660.09,10,OWN,Verified,17-Jun,car,23.69,1999,17,0,57.9,27,Individual,0,0,4.98900907,692,4.628450238,1
5500,36,172.28,1,MORTGAGE,Not Verified,17-May,car,11.4,1996,10,0,46.2,38,Individual,3,0,4.925317249,732,4.301312195,0
14000,36,520.3,6,RENT,Verified,17-May,car,23.65,2009,8,0,81.9,18,Individual,0,0,4.740370586,667,4.092264361,0
11200,36,337.29,10,RENT,Not Verified,17-May,car,17.12,2001,8,0,1.7,29,Individual,0,0,4.875067054,747,2.586587305,0
22000,60,600.76,6,RENT,Not Verified,17-May,car,27.61,1998,17,0,88,29,Individual,0,0,4.841716021,677,4.67830892,0
14000,36,451.29,10,MORTGAGE,Not Verified,17-May,car,4.67,1988,13,1,9.9,28,Individual,5,0,5.122219156,712,3.843108142,0
5000,36,175.84,7,RENT,Verified,17-May,car,26.11,1995,24,1,20.6,37,Individual,2,1,4.568213462,672,3.563362409,0
6000,36,222.99,7,OWN,Verified,17-May,car,31.8,1994,7,0,17.1,13,Individual,0,0,4.672107098,687,3.96538987,0
13600,36,478.27,10,MORTGAGE,Source Verified,17-May,car,27.2,2002,26,0,45.4,55,Individual,4,0,5.029355365,667,4.314330783,0
10200,36,374.05,8,MORTGAGE,Verified,17-May,car,34.01,2006,27,1,43.5,44,Individual,2,1,4.880819307,672,4.523538372,0
5000,36,171.09,9,RENT,Not Verified,17-May,car,17.76,2006,8,0,18.4,16,Individual,0,0,4.845104244,697,3.466571072,0
15000,60,314.59,10,RENT,Not Verified,17-May,car,3.35,1996,8,0,26.4,18,Individual,0,0,4.716011695,767,3.666424373,0
10000,60,202.63,10,MORTGAGE,Source Verified,17-May,car,12.25,2001,18,0,12,33,Individual,1,0,4.908490381,767,3.817961805,0
12000,60,251.68,10,MORTGAGE,Not Verified,17-May,car,8.4,1981,15,0,11.7,40,Individual,5,0,4.954247335,772,3.77480883,0
3600,36,111.51,1,MORTGAGE,Not Verified,17-May,car,18.17,2005,6,0,60.2,15,Individual,3,0,4.69897869,687,4.294245716,0
20000,60,419.46,6,MORTGAGE,Not Verified,17-May,car,9.84,2007,8,0,17.6,60,Individual,3,0,5.021193435,762,3.44684771,0
4000,36,124.15,10,MORTGAGE,Not Verified,17-May,car,10.6,2011,10,0,49.2,15,Individual,1,0,4.973132474,712,4.279621322,0
18000,36,668.95,10,RENT,Source Verified,17-May,car,22.77,1992,12,0,94.3,36,Individual,0,0,5.033427777,682,4.309161558,0
10000,36,301.15,4,OWN,Not Verified,17-May,car,14.74,2003,13,0,18.3,49,Individual,6,0,5.176094154,797,4.04987672,0
3000,36,96.71,10,MORTGAGE,Source Verified,17-May,car,17.62,2010,9,0,47.1,14,Individual,1,0,4.792398694,707,3.843045811,0
10000,36,324.98,2,OWN,Verified,17-May,car,21.29,2005,17,0,30.9,27,Individual,0,0,4.623259631,702,4.186164962,0
10800,36,325.24,1,MORTGAGE,Not Verified,17-May,car,18.17,1997,19,0,12.6,48,Individual,9,0,4.893256733,772,3.458637849,0
6400,36,206.3,3,MORTGAGE,Not Verified,17-May,car,3.87,2009,5,0,41.8,10,Individual,1,0,5.041396633,717,3.933132824,0
14950,60,437.49,,MORTGAGE,Verified,17-May,car,20.17,1996,15,0,22,34,Individual,3,0,4.634356336,712,3.818159886,0
4800,36,150.35,6,MORTGAGE,Not Verified,17-May,car,22.3,2002,10,0,43.7,26,Individual,1,0,4.778158489,687,3.952162574,1
8000,36,261.57,10,MORTGAGE,Source Verified,17-May,car,23.8,2007,24,0,12.9,36,Individual,1,0,4.929424035,767,3.957846634,0
3350,36,143.6,10,MORTGAGE,Verified,17-May,car,32.59,1993,9,0,92.7,24,Individual,3,0,4.799347443,672,4.077658549,0
6500,36,211.03,4,MORTGAGE,Not Verified,17-May,car,4.26,2011,6,0,40.3,12,Individual,0,0,4.778158489,672,3.722716167,0
4500,36,158.26,4,OWN,Source Verified,17-May,car,9.63,2004,5,0,78.8,19,Individual,6,0,5.176094154,692,3.674769314,0
5000,36,150.58,,MORTGAGE,Not Verified,17-May,car,19.92,1984,17,0,3.6,30,Individual,2,0,4.977728177,762,3.475089803,0
20000,36,758.14,3,RENT,Not Verified,17-May,car,12.76,1998,13,0,67.4,13,Individual,0,0,4.812920038,677,4.163042047,0
10000,36,309.1,,MORTGAGE,Verified,17-May,car,29.35,1976,14,0,91,32,Individual,2,0,4.760430023,712,5.196993691,0
3600,36,120.65,10,MORTGAGE,Verified,17-May,car,23.16,2008,17,0,11.9,24,Individual,0,0,4.653222165,752,3.915188705,0
4425,36,141.63,10,MORTGAGE,Source Verified,17-May,car,5.19,2003,11,0,4,27,Individual,3,0,4.662767273,782,3.279210513,0
5000,36,169.9,4,MORTGAGE,Not Verified,17-May,car,23.06,2005,12,0,10.7,43,Individual,1,0,4.863328809,702,3.447002898,0
3000,36,99.63,0,OWN,Source Verified,17-May,car,3.33,2003,8,1,22.9,32,Individual,2,1,4.628399149,662,3.722057771,0
6000,36,185.84,5,MORTGAGE,Source Verified,17-May,car,11.35,1988,18,0,15.8,34,Individual,3,0,4.913819149,767,3.954435486,0
10000,60,233.1,10,MORTGAGE,Not Verified,17-May,car,25.66,2001,8,0,49.1,30,Individual,6,0,4.778158489,752,3.924124153,0
18700,60,562.55,4,MORTGAGE,Source Verified,17-May,car,13.29,1993,5,0,44.8,10,Joint App,3,0,4.623259631,697,3.170555059,0
4000,36,138.76,0,RENT,Not Verified,17-May,car,9.72,1995,6,1,27.2,20,Individual,0,0,4.30105171,712,3.373647472,0
4800,36,168.74,,RENT,Verified,17-May,car,11.35,1988,5,0,24.6,14,Individual,4,0,4.264841425,737,3.724111954,0
12000,60,285.8,10,MORTGAGE,Not Verified,17-May,car,8.38,1998,6,0,42.9,16,Individual,6,0,5.060701617,682,4.079651477,0
2500,36,75.29,10,MORTGAGE,Source Verified,17-May,car,5.6,1997,3,0,10.9,12,Individual,2,0,4.903095416,817,3.361727836,0
5000,36,156.62,2,RENT,Not Verified,17-May,car,22.46,2004,8,0,7.5,16,Individual,0,0,4.892100171,812,3.585235063,0
13200,36,422.47,10,MORTGAGE,Not Verified,17-May,car,14.45,1988,16,0,25.7,31,Individual,4,0,4.845104244,747,4.316515494,0
4000,36,130,6,MORTGAGE,Not Verified,17-May,car,2.35,2005,9,0,6.8,18,Individual,0,0,4.761559509,767,3.487279816,0
7850,36,266.36,10,RENT,Not Verified,17-May,car,20.98,2005,3,0,32.1,9,Individual,0,0,4.431379849,682,3.205204364,0
12000,60,311.23,3,RENT,Not Verified,17-May,car,6.51,2011,12,0,30.6,18,Individual,0,0,4.778158489,672,4.076604039,0
13225,36,443.95,3,MORTGAGE,Not Verified,17-May,car,15.12,2001,8,0,34.5,20,Individual,2,0,4.633478555,732,3.773274348,0
